Rank,Name,Platform,release_date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,controller_support,new_rating,new_rating_source
14265,Sakura Wars 1 & 2,psp,2006,Strategy,Sega,0,0,0.02,0,0.02,,,
14266,Kao Challengers,psp,2005,Platform,Atari,0.02,0,0,0,0.02,,,
14267,Muppets Party Cruise,gc,2003,Misc,TDK Mediactive,0.02,0,0,0,0.02,,,
14268,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",psp,2009,Action,D3Publisher,0,0,0.02,0,0.02,,,
14269,Puzzle Challenge: Crosswords and More!,ps2,2006,Puzzle,Crave Entertainment,0.01,0.01,0,0,0.02,,,
14270,Brave: The Video Game,ds,2012,Action,Disney Interactive Studios,0,0.02,0,0,0.02,,,
14271,Jelly Belly: Ballistic Beans,wii,2009,Puzzle,Zoo Digital Publishing,0.02,0,0,0,0.02,FALSE,3,PEGI
14272,Terminator 3: The Redemption,gc,2004,Shooter,Atari,0.02,0,0,0,0.02,,,
14273,Dakar 2: The World's Ultimate Rally,xb,2003,Racing,Acclaim Entertainment,0.02,0,0,0,0.02,,,
14274,Pebble Beach Golf Links,sat,1994,Sports,Sega,0,0,0.02,0,0.02,,3,pre-1994
14275,Sugoi Hebereke,snes,1994,Fighting,Sunsoft,0,0,0.02,0,0.02,,3,pre-1994
14276,Tengen Toppa Gurren-Lagann,ds,2007,Action,Konami Digital Entertainment,0,0,0.02,0,0.02,,,
14277,Canimal Triple,psv,2014,Misc,Warner Bros. Interactive Entertainment,0,0.02,0,0,0.02,,,
14278,Date A Live: Arusu Install,ps3,2014,Adventure,Compile Heart,0,0,0.02,0,0.02,,,
14279,Carnival,colecovision,1982,,,,,,,0.019,,3,pre-1994
14280,Dragon's Curse,tg16,1990,,,,,,,0.019,,3,pre-1994
14281,Star Strike,intellivision,1981,,,,,,,0.019,,3,pre-1994
14282,Super Air Zonk: Rockabilly-Paradise,pcenginecd,1993,,,,,,,0.019,,3,pre-1994
14283,Tetris V,virtualboy,1995,,,,,,,0.019,,,cache: no rating
14284,Pitfall!,atari5200,1983,,,,,,,0.019,,3,pre-1994
14285,Robo Aleste,scd,1992,,,,,,,0.019,,3,manual
14286,Zool 2,jaguar,1994,,,,,,,0.019,,3,pre-1994
14287,Neo Geo Cup '98 Plus,ngp,1999,,,,,,,0.019,,3,manual
14288,Xenon 2: Megablast,atarist,1989,,,,,,,0.019,,3,pre-1994
14289,Jambo! Safari,naomi,1999,,,,,,,0.019,,3,manual
14290,Dragon Crystal,gg,1990,,,,,,,0.019,,7,ESRB
14291,Choplifter!,atari7800,1987,,,,,,,0.019,,3,pre-1994
14292,Ys III: Wanderers from Ys,pcenginecd,1991,,,,,,,0.018,,3,pre-1994
14293,Super Action Baseball,colecovision,1983,,,,,,,0.018,,3,pre-1994
14294,Pocket Tennis Color,ngp,1999,,,,,,,0.018,,3,manual
14295,Myst,3do,1994,,,,,,,0.018,,12,ESRB
14296,River Raid,atari5200,1983,,,,,,,0.018,,3,pre-1994
14297,Monkey Ball,naomi,2001,,,,,,,0.018,,7,PEGI
14298,Bound High!,virtualboy,1995,,,,,,,0.018,,,cache: no rating
14299,Zillion,mastersystem,1987,,,,,,,0.018,,,cache: no rating
14300,Triple Action,intellivision,1981,,,,,,,0.018,,3,pre-1994
14301,Zelda's Adventure,cdi,1994,,,,,,,0.018,,3,pre-1994
14302,Garou: Mark of the Wolves,ng,1999,,,,,,,0.018,,12,ESRB
14303,Double Dragon,atari7800,1989,,,,,,,0.018,,3,pre-1994
14304,Night Driver,2600,1980,,,,,,,0.018,,3,pre-1994
14305,Xenophobe,lynx,1990,,,,,,,0.018,,3,pre-1994
14306,Star Jacker,sg1000,1983,,,,,,,0.018,,,cache: no rating
14307,Darkstalkers: The Night Warriors,sat,1996,,,,,,,0.018,,13,GiantBomb (ESRB)
14308,Eternal Champions: Challenge from the Dark Side,scd,1993,,,,,,,0.018,,16,ESRB
14309,Lords of Thunder,tg16,1993,,,,,,,0.018,,3,pre-1994
14310,Shanghai Mini,ngp,1999,,,,,,,0.017,,3,manual
14311,Faceball,virtualboy,1995,,,,,,,0.017,,,cache: no rating
14312,Ultra Vortek,jaguar,1995,,,,,,,0.017,,18,ESRB
14313,Super Action Football,colecovision,1983,,,,,,,0.017,,3,pre-1994
14314,Total Eclipse,3do,1994,,,,,,,0.017,,3,manual
14315,Puyo Pop,ngp,1999,,,,,,,0.017,,3,manual
14316,Border Down,naomi,2003,,,,,,,0.017,,3,manual
14317,Road Avenger,scd,1992,,,,,,,0.017,,3,manual
14318,Armor Battle,intellivision,1979,,,,,,,0.017,,3,pre-1994
14319,Wonder Boy: The Dragon's Trap,gg,1992,,,,,,,0.017,,7,ESRB
14320,Ys IV: The Dawn of Ys,pcenginecd,1993,,,,,,,0.017,,3,pre-1994
14321,Vanguard,atari5200,1982,,,,,,,0.017,,3,pre-1994
14322,The Chaos Engine,amigacd32,1994,,,,,,,0.017,,3,pre-1994
14323,Rampage,atari7800,1989,,,,,,,0.017,,3,pre-1994
14324,Hang-On,mastersystem,1985,,,,,,,0.017,,,cache: no rating
14325,Gate of Thunder,tg16,1992,,,,,,,0.017,,3,pre-1994
14326,Neo Geo Battle Coliseum,atomiswave,2005,,,,,,,0.017,,12,ESRB
14327,Stunt Car Racer,atarist,1989,,,,,,,0.017,,3,pre-1994
14328,Rocky Super Action Boxing,colecovision,1983,,,,,,,0.016,,3,pre-1994
14329,Slayer,3do,1994,,,,,,,0.016,,3,manual
14330,Golvellius: Valley of Doom,mastersystem,1988,,,,,,,0.016,,,cache: no rating
14331,Ax Battler: A Legend of Golden Axe,gg,1991,,,,,,,0.016,,3,manual
14332,Thunder Force V,sat,1997,,,,,,,0.016,,3,manual
14333,Soldier Blade,tg16,1992,,,,,,,0.016,,3,pre-1994
14334,Basketball,2600,1978,,,,,,,0.016,,3,pre-1994
14335,Radirgy,naomi,2005,,,,,,,0.016,,3,CERO
14336,Baseball Stars Color,ngp,1999,,,,,,,0.016,,3,manual
14337,Horse Racing,intellivision,1980,,,,,,,0.016,,3,pre-1994
14338,Zarlor Mercenary,lynx,1990,,,,,,,0.016,,3,pre-1994
14339,Dragon Hopper,virtualboy,1995,,,,,,,0.016,,,cache: no rating
14340,Checkered Flag,jaguar,1994,,,,,,,0.016,,3,pre-1994
14341,Sewer Shark,scd,1992,,,,,,,0.016,,12,manual
14342,Mario Bros.,atari5200,1983,,,,,,,0.016,,3,pre-1994
14343,Ninja Golf,atari7800,1990,,,,,,,0.016,,3,pre-1994
14344,Mission X,intellivision,1982,,,,,,,0.015,,3,pre-1994
14345,Legend of Xanadu,pcenginecd,1994,,,,,,,0.015,,12,ESRB
14346,Theme Park,3do,1994,,,,,,,0.015,,3,PEGI
14347,The Last Blade 2,ng,1998,,,,,,,0.015,,12,ESRB
14348,Psycho Fox,mastersystem,1989,,,,,,,0.015,,,cache: no rating
14349,Robotron: 2084,atari5200,1983,,,,,,,0.015,,3,pre-1994
14350,Ristar,gg,1995,,,,,,,0.015,,3,ESRB
14351,Cool Boarders Pocket,ngp,2000,,,,,,,0.015,,3,manual
14352,Choplifter,sg1000,1985,,,,,,,0.015,,,cache: no rating
14353,The Chaos Engine,atarist,1993,,,,,,,0.015,,3,pre-1994
14354,Batman Returns,scd,1993,,,,,,,0.015,,3,manual
14355,Time Gal,scd,1993,,,,,,,0.015,,12,ESRB
14356,Zero Racers,virtualboy,1995,,,,,,,0.015,,,cache: no rating
14357,Super Star Soldier,tg16,1990,,,,,,,0.015,,3,pre-1994
14358,Karous,naomi,2006,,,,,,,0.015,,3,CERO
14359,Card Fighters' Clash 2,ngp,2000,,,,,,,0.015,,3,manual
14360,Pepper II,colecovision,1983,,,,,,,0.015,,3,pre-1994
14361,Basketbrawl,atari7800,1990,,,,,,,0.015,,3,pre-1994
14362,Sol-Feace,scd,1992,,,,,,,0.014,,3,manual
14363,Dungeon Explorer,scd,1995,,,,,,,0.014,,3,ESRB
14364,Final Soldier,tg16,1991,,,,,,,0.014,,3,pre-1994
14365,Donkey Kong,atari5200,1982,,,,,,,0.014,,3,pre-1994
14366,Simon the Sorcerer,amigacd32,1994,,,,,,,0.014,,3,pre-1994
14367,Galaga '90,tg16,1989,,,,,,,0.014,,3,pre-1994
14368,Legend of Xanadu II,pcenginecd,1995,,,,,,,0.014,,12,ESRB
14369,Alex Kidd in Shinobi World,mastersystem,1990,,,,,,,0.014,,3,ESRB
14370,Gauntlet: The Third Encounter,lynx,1990,,,,,,,0.014,,3,pre-1994
14371,Nights: Christmas Nights,sat,1996,,,,,,,0.014,,3,manual
14372,Star Trek: Strategic Operations Simulator,colecovision,1983,,,,,,,0.014,,3,pre-1994
14373,Hat Trick,atari7800,1987,,,,,,,0.014,,3,pre-1994
14374,Virtual Bowling,virtualboy,1995,,,,,,,0.014,,,cache: no rating
14375,Space Invaders Virtual Collection,virtualboy,1995,,,,,,,0.014,,,cache: no rating
14376,Sub Hunt,intellivision,1981,,,,,,,0.014,,3,pre-1994
14377,Sensible Soccer,atarist,1992,,,,,,,0.014,,3,pre-1994
14378,Theme Park,jaguar,1995,,,,,,,0.014,,3,PEGI
14379,Seirei Senshi Spriggan,pcenginecd,1991,,,,,,,0.014,,3,pre-1994
14380,Fist of the North Star,atomiswave,2005,,,,,,,0.014,,,cache: no rating
14381,Dodge 'Em,2600,1980,,,,,,,0.014,,3,pre-1994
14382,Illvelo,naomi,2008,,,,,,,0.014,,3,CERO
14383,Triggerheart Exelica,naomi,2006,,,,,,,0.014,,7,ESRB
14384,Tennis,intellivision,1980,,,,,,,0.014,,3,pre-1994
14385,Burn: Cycle,cdi,1994,,,,,,,0.014,,3,pre-1994
14386,Faselei!,ngp,2000,,,,,,,0.014,,3,manual
14387,Evolution: Eternal Dungeons,ngp,2000,,,,,,,0.014,,3,manual
14388,Gunstar Heroes,gg,1995,,,,,,,0.014,,3,PEGI
14389,Out of This World,3do,1993,,,,,,,0.014,,3,ESRB
14390,Destructor,colecovision,1984,,,,,,,0.014,,3,pre-1994
14391,Fatal Run,atari7800,1990,,,,,,,0.013,,3,pre-1994
14392,California Games,mastersystem,1989,,,,,,,0.013,,3,ESRB
14393,Zaxxon,sg1000,1983,,,,,,,0.013,,3,ESRB
14394,Flashback: The Quest for Identity,jaguar,1995,,,,,,,0.013,,3,ESRB
14395,Crossbow,atari7800,1988,,,,,,,0.013,,3,pre-1994
14396,Virtual Lab,virtualboy,1995,,,,,,,0.013,,,cache: no rating
14397,Mansion of Hidden Souls,scd,1993,,,,,,,0.013,,3,manual
14398,King of Fighters: Battle de Paradise,ngp,2000,,,,,,,0.013,,3,manual
14399,Ganbare Neo Poke-Kun,ngp,2000,,,,,,,0.013,,3,manual
14400,Melty Blood: Act Cadenza,naomi,2005,,,,,,,0.013,,12,CERO
14401,Wonder Boy,mastersystem,1986,,,,,,,0.013,,3,ESRB
14402,The Secret of Monkey Island,scd,1993,,,,,,,0.013,,12,PEGI
14403,Fatal Fury: Mark of the Wolves,ng,1999,,,,,,,0.013,,12,ESRB
14404,Boxing,intellivision,1980,,,,,,,0.013,,3,pre-1994
14405,Fantasy Zone,gg,1991,,,,,,,0.013,,3,ESRB
14406,Killing Time,3do,1995,,,,,,,0.013,,16,ESRB
14407,Tengai Makyou II: Manji Maru,pcenginecd,1992,,,,,,,0.013,,3,pre-1994
14408,Antarctic Adventure,colecovision,1984,,,,,,,0.013,,3,pre-1994
14409,Kick Off 2,atarist,1990,,,,,,,0.013,,3,pre-1994
14410,Pengo,atari5200,1983,,,,,,,0.013,,3,pre-1994
14411,Zaxxon,atari5200,1983,,,,,,,0.013,,3,pre-1994
14412,Parasol Stars,tg16,1991,,,,,,,0.013,,3,pre-1994
14413,B.C.'s Quest for Tires,colecovision,1983,,,,,,,0.013,,3,pre-1994
14414,Othello,2600,1980,,,,,,,0.012,,3,pre-1994
14415,Virtual Boy Space Invaders,virtualboy,1995,,,,,,,0.012,,,cache: no rating
14416,The 7th Guest,cdi,1993,,,,,,,0.012,,3,pre-1994
14417,Tengai Makyou: Ziria,pcenginecd,1989,,,,,,,0.012,,3,pre-1994
14418,Mega Man,gg,1995,,,,,,,0.012,,3,ESRB
14419,Ninja Gaiden,gg,1991,,,,,,,0.012,,3,manual
14420,Tengai Makyou: Fuun Kabuki Den,pcenginecd,1993,,,,,,,0.012,,3,pre-1994
14421,Kasumi Ninja,jaguar,1994,,,,,,,0.012,,16,manual
14422,Virtual Boy Mario Kart,virtualboy,1995,,,,,,,0.012,,3,PEGI
14423,Asterix,mastersystem,1991,,,,,,,0.012,,,cache: no rating
14424,Front Line,colecovision,1983,,,,,,,0.012,,3,pre-1994
14425,Dark Chambers,atari7800,1988,,,,,,,0.012,,3,pre-1994
14426,Neo Dragon's Wild,ngp,1999,,,,,,,0.012,,3,manual
14427,Neo Baccarat,ngp,1999,,,,,,,0.012,,3,manual
14428,Magical Drop Pocket,ngp,1999,,,,,,,0.012,,3,ESRB
14429,Football,intellivision,1979,,,,,,,0.012,,3,pre-1994
14430,Basketball,intellivision,1979,,,,,,,0.012,,3,pre-1994
14431,Psyvariar 2,naomi,2003,,,,,,,0.012,,3,manual
14432,Donkey Kong Junior,colecovision,1983,,,,,,,0.012,,3,pre-1994
14433,Chaos Field,naomi,2004,,,,,,,0.012,,3,ESRB
14434,Warbirds,lynx,1991,,,,,,,0.012,,3,pre-1994
14435,Twisted: The Game Show,3do,1994,,,,,,,0.012,,3,ESRB
14436,New Adventure Island,tg16,1992,,,,,,,0.012,,3,pre-1994
14437,Cannon Fodder,amigacd32,1994,,,,,,,0.012,,3,pre-1994
14438,Gyruss,atari5200,1984,,,,,,,0.012,,3,pre-1994
14439,Kangaroo,atari5200,1983,,,,,,,0.012,,3,pre-1994
14440,Battle Chess,3do,1994,,,,,,,0.012,,3,manual
14441,Gods,atarist,1991,,,,,,,0.012,,3,pre-1994
14442,Guilty Gear X Ver. 1.5,atomiswave,2003,,,,,,,0.012,,,cache: no rating
14443,Double Switch,scd,1993,,,,,,,0.012,,12,ESRB
14444,Samurai Shodown,scd,1993,,,,,,,0.012,,12,ESRB
14445,Jackie Chan's Action Kung Fu,tg16,1991,,,,,,,0.012,,3,pre-1994
14446,Ikari Warriors,atari7800,1989,,,,,,,0.011,,3,pre-1994
14447,Pitfall II: Lost Caverns,sg1000,1985,,,,,,,0.011,,,cache: no rating
14448,Under Defeat,naomi,2005,,,,,,,0.011,,3,CERO
14449,Trizeal,naomi,2005,,,,,,,0.011,,3,CERO
14450,Slither,colecovision,1983,,,,,,,0.011,,3,pre-1994
14451,Brutal Sports Football,jaguar,1994,,,,,,,0.011,,16,manual
14452,Frenzy,colecovision,1983,,,,,,,0.011,,3,pre-1994
14453,Virtual Boy Star Fox,virtualboy,1995,,,,,,,0.011,,,cache: no rating
14454,Virtual Boy F-Zero,virtualboy,1995,,,,,,,0.011,,,cache: no rating
14455,Primal Rage,3do,1995,,,,,,,0.011,,12,ESRB
14456,Rick Dangerous,atarist,1989,,,,,,,0.011,,3,pre-1994
14457,Far East of Eden: Kabuki Klash,pcenginecd,1995,,,,,,,0.011,,,cache: no rating
14458,Far East of Eden: Fuun Kabuki Den,pcenginecd,1993,,,,,,,0.011,,3,pre-1994
14459,Star Fighter,3do,1994,,,,,,,0.011,,3,manual
14460,Space Dungeon,atari5200,1983,,,,,,,0.011,,3,pre-1994
14461,Neo Twenty One,ngp,1999,,,,,,,0.011,,3,ESRB
14462,Golf,intellivision,1980,,,,,,,0.011,,3,pre-1994
14463,Dune,scd,1993,,,,,,,0.011,,3,manual
14464,Wing Commander,scd,1994,,,,,,,0.011,,12,PEGI
14465,Rise of the Dragon,scd,1993,,,,,,,0.011,,12,manual
14466,Neo Mystery Bonus,ngp,1999,,,,,,,0.011,,3,manual
14467,Neo Poke Pro Yakyuu,ngp,1999,,,,,,,0.011,,3,manual
14468,Streets of Rage,gg,1992,,,,,,,0.011,,7,ESRB
14469,Prince of Persia,gg,1992,,,,,,,0.011,,12,PEGI
14470,Checkered Flag,lynx,1991,,,,,,,0.011,,3,pre-1994
14471,Skiing,intellivision,1980,,,,,,,0.011,,3,pre-1994
14472,Art of Fighting 2,ng,1994,,,,,,,0.011,,3,pre-1994
14473,Bloody Wolf,tg16,1989,,,,,,,0.011,,3,pre-1994
14474,Kung-Fu Master,atari7800,1989,,,,,,,0.011,,3,pre-1994
14475,Cadash,tg16,1991,,,,,,,0.011,,3,pre-1994
14476,Popeye,atari5200,1983,,,,,,,0.011,,3,pre-1994
14477,Ghouls 'n Ghosts,mastersystem,1990,,,,,,,0.011,,7,PEGI
14478,Rampage,mastersystem,1988,,,,,,,0.011,,,cache: no rating
14479,Railfan,ps3,2006,Simulation,Ongakukan,0,0,0.01,0,0.01,,,
14480,th!nk Logic Trainer,wii,2009,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01,FALSE,,
14481,SoniPro,3ds,2014,Adventure,imageepoch Inc.,0,0,0.01,0,0.01,,,
14482,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,ds,2009,Adventure,D3Publisher,0,0,0.01,0,0.01,,,
14483,Routes PE,ps2,2007,Adventure,Aqua Plus,0,0,0.01,0,0.01,,,
14484,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",ds,2009,Sports,Konami Digital Entertainment,0,0,0.01,0,0.01,,,
14485,Chaos;Child,ps3,2015,Adventure,5pb,0,0,0.01,0,0.01,,,
14486,Akatsuki no Amaneka to Aoi Kyojin,psp,2010,Strategy,CyberFront,0,0,0.01,0,0.01,,,
14487,World Heroes Anthology,ps2,2007,Fighting,Ignition Entertainment,0,0,0.01,0,0.01,,12,PEGI
14488,thinkSMART: Chess for Kids,ds,2011,Misc,Mentor Interactive,0.01,0,0,0,0.01,,,
14489,Akatsuki no Goei Trinity,psp,2012,Adventure,5pb,0,0,0.01,0,0.01,,,
14490,Teenage Mutant Ninja Turtles (3DS),3ds,2013,Action,Activision,0.01,0,0,0,0.01,,12,PEGI
14491,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",ps3,2014,Fighting,Namco Bandai Games,0,0,0.01,0,0.01,,,
14492,"Element Girl: Love, Fashion and Friends",ds,2008,Adventure,DTP Entertainment,0,0.01,0,0,0.01,,,
14493,Real Crimes: The Unicorn Killer,ds,2011,Puzzle,Unknown,0,0.01,0,0,0.01,,3,PEGI
14494,Survivor,wii,2010,Adventure,Valcon Games,0.01,0,0,0,0.01,FALSE,,
14495,ESPN NBA 2Night 2002,xb,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01,,,
14496,Virtua Quest,gc,,Role-Playing,Unknown,0.01,0,0,0,0.01,,,
14497,Pilot Academy,psp,2006,Simulation,Rising Star Games,0,0.01,0,0,0.01,,3,PEGI
14498,Junjou Romanchika: Koi no Doki Doki Daisakusen,ps2,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01,,,
14499,Wade Hixton's Counter Punch,gba,2004,Sports,"Destination Software, Inc",0.01,0,0,0,0.01,,7,PEGI
14500,Heart no Kuni no Alice: Wonderful Twin World,psp,2014,Adventure,Quinrose,0,0,0.01,0,0.01,,,
14501,Colin McRae Rally 2005 plus,psp,2005,Racing,Codemasters,0,0,0.01,0,0.01,,,
14502,G1 Jockey 4 2007,ps2,2007,Sports,Tecmo Koei,0,0,0.01,0,0.01,,,
14503,Brothers Conflict: Precious Baby,psv,2017,Action,Idea Factory,0,0,0.01,0,0.01,,,
14504,The Cages: Pro Style Batting Practice,wii,2010,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01,FALSE,,
14505,Getsuei Gakuen: kou,psv,2013,Adventure,Arc System Works,0,0,0.01,0,0.01,,,
14506,Tenjin Ranman: Happy GO Lucky!!,psp,2010,Adventure,Russel,0,0,0.01,0,0.01,,,
14507,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,psp,2009,Adventure,CyberFront,0,0,0.01,0,0.01,,,
14508,Kamigami no Asobi InFinite,psv,2016,Adventure,Broccoli,0,0,0.01,0,0.01,,,
14509,Golden Time: Vivid Memories,psv,2014,Adventure,ASCII Media Works,0,0,0.01,0,0.01,,,
14510,Aladdin Magic Racer,wii,2011,Racing,Big Ben Interactive,0.01,0,0,0,0.01,FALSE,,
14511,Saint Seiya Omega: Ultimate Cosmo,psp,2012,Fighting,Namco Bandai Games,0,0,0.01,0,0.01,,,
14512,Fate/kaleid liner Prisma Illya,3ds,2014,Action,Kadokawa Games,0,0,0.01,0,0.01,,,
14513,The Wild West,ds,2007,Action,Majesco Entertainment,0.01,0,0,0,0.01,,,
14514,Darkened Skye,gc,2002,Adventure,TDK Mediactive,0.01,0,0,0,0.01,,,
14515,G1 Jockey 4 2008,ps3,2008,Sports,Tecmo Koei,0,0.01,0,0,0.01,,3,PEGI
14516,"Crouching Tiger, Hidden Dragon",xb,2003,Action,Ubisoft,0.01,0,0,0,0.01,,12,PEGI
14517,S.Y.K: Shinsetsu Saiyuuki Portable,psp,2010,Adventure,Idea Factory,0,0,0.01,0,0.01,,,
14518,The Amazing Spider-Man (DS & Mobile Versions),psp,2009,Action,Eidos Interactive,0,0.01,0,0,0.01,,,
14519,Mario vs. Donkey Kong: Tipping Stars,wiiu,2015,Puzzle,Nintendo,0,0,0.01,0,0.01,,3,PEGI
14520,Sakura-Sou no Pet na Kanojo,psv,2013,Adventure,Kadokawa Games,0,0,0.01,0,0.01,,,
14521,Ishin Renka: Ryouma Gaiden,psp,2010,Adventure,D3Publisher,0,0,0.01,0,0.01,,,
14522,NHL 2K7,xb,2006,Sports,Take-Two Interactive,0.01,0,0,0,0.01,,16,PEGI
14523,Arabians Lost: The Engagement on Desert,psp,2012,Adventure,Quinrose,0,0,0.01,0,0.01,,,
14524,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,psp,2013,Adventure,Idea Factory,0,0,0.01,0,0.01,,,
14525,Wand of Fortune,ps2,2009,Adventure,Idea Factory,0,0,0.01,0,0.01,,,
14526,Dance with Devils,psv,2016,Action,,0,0,0.01,0,0.01,,,
14527,Hakuouki: Shinsengumi Kitan,ps3,,Adventure,Unknown,0.01,0,0,0,0.01,,,
14528,Powerdrome,xb,2004,Racing,Evolved Games,0.01,0,0,0,0.01,,,
14529,Nova Usagi no Game de Ryuugaku!? DS,ds,2007,Misc,Konami Digital Entertainment,0,0,0.01,0,0.01,,,
14530,Vitamin X,ps2,2007,Adventure,D3Publisher,0,0,0.01,0,0.01,,,
14531,World Snooker Challenge 2005,psp,2005,Sports,Sega,0,0.01,0,0,0.01,,,
14532,Hoshigami: Ruining Blue Earth Remix,ds,2007,Role-Playing,505 Games,0,0,0.01,0,0.01,,,
14533,Luxor: Pharaoh's Challenge,ds,2007,Puzzle,Funsta,0,0.01,0,0,0.01,,3,PEGI
14534,Fullmetal Alchemist: Trading Card Game,ds,2007,Misc,Destineer,0.01,0,0,0,0.01,,,
14535,Ultimate Board Game Collection,ps2,2006,Misc,Xplosiv,0.01,0,0,0,0.01,,3,PEGI
14536,Dinotopia: The Sunstone Odyssey,xb,2003,Action,TDK Mediactive,0.01,0,0,0,0.01,,12,PEGI
14537,Idol Janshi Suchie-Pai IV,ps2,2007,Misc,Jaleco,0,0,0.01,0,0.01,,,
14538,Natsuzora no Monologue,psp,2013,Adventure,Otomate,0,0,0.01,0,0.01,,,
14539,Kenka Banchou Portable,psp,2009,Action,Spike,0,0,0.01,0,0.01,,,
14540,Super Bubble Pop,xb,2002,Puzzle,Jaleco,0.01,0,0,0,0.01,,3,PEGI
14541,Meru Purana,ps,1996,Strategy,Gust,0,0,0.01,0,0.01,,,
14542,Ratchet & Clank: Full Frontal Assault,psv,2012,Adventure,Sony Computer Entertainment,0.01,0,0,0,0.01,,,
14543,Tenchu San Portable,psp,2009,Action,From Software,0,0,0.01,0,0.01,,,
14544,Memories Off,psp,2008,Adventure,5pb,0,0,0.01,0,0.01,,,
14545,Petz: Hamsterz Life 2,gba,2007,Misc,Ubisoft,0.01,0,0,0,0.01,,3,manual
14546,Heart no Kuni no Alice,psp,2009,Adventure,Prototype,0,0,0.01,0,0.01,,,
14547,San-X: Chara Sagashi Land,ds,2007,Action,MTO,0,0,0.01,0,0.01,,,
14548,Wand of Fortune: Mirai e no Prologue,ps2,2010,Adventure,Idea Factory,0,0,0.01,0,0.01,,,
14549,Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3ds,2015,Misc,Nintendo,0,0,0.01,0,0.01,,,
14550,Imagine Figure Skater (JP sales),ds,2007,Sports,Ubisoft,0,0,0.01,0,0.01,,,
14551,Hyakki Yagyou Kaidan Romance,psp,2012,Action,Quinrose,0,0,0.01,0,0.01,,,
14552,Hakuoki: Reimeiroku - Omouhase Kara,psv,2015,Action,Idea Factory,0,0,0.01,0,0.01,,,
14553,E.T. The Extra-Terrestrial,gba,2001,Action,NewKidCo,0.01,0,0,0,0.01,,3,manual
14554,Sekirei: Mirai Kara no Okurimono,ps2,2009,Adventure,Alchemist,0,0,0.01,0,0.01,,,
14555,Sweet Honey Coming,ps2,2009,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,,,
14556,Mahou Sensei Negima!? Neo-Pactio Fight!!,wii,2007,Fighting,Marvelous Interactive,0,0,0.01,0,0.01,FALSE,,
14557,Psychic Detective,ps,1995,Adventure,Electronic Arts,0.01,0,0,0,0.01,,,
14558,Super Robot Taisen: Original Generation,gba,2002,Role-Playing,Banpresto,0.01,0,0,0,0.01,,3,PEGI
14559,Dramatical Murder Re:code,psv,2014,Adventure,Nitroplus,0,0,0.01,0,0.01,,,
14560,Battle Fantasia,ps3,2008,Fighting,505 Games,0,0,0.01,0,0.01,,12,PEGI
14561,Hanasaku Manimani,psv,2014,Adventure,5pb,0,0,0.01,0,0.01,,,
14562,Blazer Drive,ds,2008,Role-Playing,Sega,0,0,0.01,0,0.01,,,
14563,Onigokko! Portable,psp,2013,Adventure,Alchemist,0,0,0.01,0,0.01,,,
14564,Hoshizora no Comic Garden,ds,2008,Adventure,D3Publisher,0,0,0.01,0,0.01,,,
14565,Kiniro no Corda 3,3ds,2015,Adventure,Tecmo Koei,0,0,0.01,0,0.01,,,
14566,Hirameki Action: Chibikko Wagyan no Daiki na Bouken,ds,2009,Action,Namco Bandai Games,0,0,0.01,0,0.01,,,
14567,Time Travelers,psp,2012,Adventure,Level 5,0,0,0.01,0,0.01,,,
14568,Mushi Bugyou,3ds,2013,Action,Namco Bandai Games,0,0,0.01,0,0.01,,,
14569,Sea Monsters: A Prehistoric Adventure,ds,2007,Adventure,DSI Games,0.01,0,0,0,0.01,,,
14570,Sugar + Spice! Anoko no Suteki na Nanimokamo,ps2,2008,Adventure,Alchemist,0,0,0.01,0,0.01,,,
14571,Kanokon: Esuii,ps2,2008,Adventure,5pb,0,0,0.01,0,0.01,,,
14572,Style Book: Cinnamoroll,ds,2006,Misc,Namco Bandai Games,0,0,0.01,0,0.01,,,
14573,Real Rode,ps2,2008,Adventure,Kadokawa Shoten,0,0,0.01,0,0.01,,,
14574,Planet Monsters,gba,2001,Action,Titus,0.01,0,0,0,0.01,,3,manual
14575,Carmageddon 64,n64,1999,Action,Virgin Interactive,0.01,0,0,0,0.01,,17,GiantBomb (ESRB)
14576,Bust-A-Move 3000,gc,2003,Puzzle,Ubisoft,0.01,0,0,0,0.01,,,
14577,Secret Files 2: Puritas Cordis,ds,2009,Adventure,Deep Silver,0,0.01,0,0,0.01,,12,PEGI
14578,Mezase!! Tsuri Master DS,ds,2009,Sports,Hudson Soft,0,0,0.01,0,0.01,,,
