Rank,Name,Platform,release_date,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,controller_support,name_norm,PEGI_Rating
14582,White Album 2: Shiawase no Mukougawa,ps3,2012,Adventure,Aqua Plus,0,0,0.04,0,0.04,,white album 2 shiawase no mukougawa,
16422,White Album 2: Shiawase no Mukougawa,psv,2013,Adventure,Aqua Plus,0,0,0.02,0,0.02,,white album 2 shiawase no mukougawa,
13700,White Album: Tsuzurareru Fuyu no Omoide,ps3,2010,Adventure,Aqua Plus,0,0,0.05,0,0.05,,white album tsuzurareru fuyu no omoide,
3438,White Knight Chronicles II,ps3,2010,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.05,0.64,,white knight chronicles 2,12
2477,White Knight Chronicles: International Edition,ps3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93,,white knight chronicles international edition,
9513,White Knight Chronicles: Origins,psp,2011,Role-Playing,Sony Computer Entertainment,0,0.04,0.09,0.02,0.15,,white knight chronicles origins,12
18079,White Men Can't Jump,jaguar,1995,,,,,,,0.009,,white men can t jump,
17025,Whiteout,ps2,2002,Racing,Konami Digital Entertainment,0.01,0.01,0,0,0.02,,whiteout,
14997,Whiteout,xb,2002,Racing,Konami Digital Entertainment,0.02,0.01,0,0,0.03,,whiteout,
19322,Who Shot Johnny Rock?,scd,1993,,,,,,,0.002,,who shot johnny rock,
14385,Who Wants to Be a Millionaire: 3rd Edition,ds,2010,Misc,Ubisoft,0.04,0,0,0,0.04,,who wants to be a millionaire 3rd edition,
11219,Who Wants to Be a Millionaire: 3rd Edition,wii,2010,Misc,Ubisoft,0.1,0,0,0.01,0.1,False,who wants to be a millionaire 3rd edition,
14376,Who Wants to be a Millionaire: 1st Edition,ds,2007,Misc,Ubisoft,0,0.04,0,0,0.04,,who wants to be a millionaire 1st edition,
15552,Who Wants to be a Millionaire: 1st Edition,wii,2007,Misc,Ubisoft,0,0.03,0,0,0.03,False,who wants to be a millionaire 1st edition,
17799,Who Wants to be a Millionaire: 2nd Edition,ds,2008,Misc,Ubisoft,0,0.01,0,0,0.01,,who wants to be a millionaire 2nd edition,
15579,Who Wants to be a Millionaire: 2nd Edition,wii,2008,Misc,Ubisoft,0,0.03,0,0,0.03,False,who wants to be a millionaire 2nd edition,
2840,Who wants to be a millionaire,ps,2000,Misc,Eidos Interactive,0.45,0.3,0,0.05,0.8,,who wants to be a millionaire,
19646,Wicked 18,3do,1994,,,,,,,0.002,,wicked 18,
13710,Wicked Monster Blast!,wii,2011,Shooter,PQube,0.04,0,0,0,0.05,False,wicked monster blast,
17660,Wiffle Ball Advance,ds,2007,Sports,Zoo Digital Publishing,0.01,0,0,0,0.01,,wiffle ball advance,
28,Wii Fit,wii,2007,Sports,Nintendo,8.94,8.03,3.6,2.15,22.72,False,wii fit,3
29,Wii Fit Plus,wii,2009,Sports,Nintendo,9.09,8.59,2.53,1.79,22,False,wii fit plus,3
2566,Wii Fit U,wiiu,2013,Sports,Nintendo,0.39,0.24,0.21,0.06,0.89,,wii fit u,3
494,Wii Music,wii,2008,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27,False,wii music,3
112,Wii Party,wii,2010,Misc,Nintendo,1.79,3.53,2.49,0.68,8.49,False,wii party,3
1114,Wii Party U,wiiu,2013,Misc,Nintendo,0.31,0.54,0.84,0.08,1.77,,wii party u,3
15,Wii Play,wii,2006,Misc,Nintendo,14.03,9.2,2.93,2.85,29.02,False,wii play,3
2406,Wii Play: Motion,wii,2011,Misc,Nintendo,0.24,0.43,0.18,0.09,0.95,False,wii play motion,7
1,Wii Sports,wii,2006,Sports,Nintendo,41.49,29.02,3.77,8.46,82.74,False,wii sports,7
5186,Wii Sports Club,wiiu,2014,Sports,Nintendo,0.19,0.14,0.04,0.03,0.4,,wii sports club,7
9,Wii Sports Resort,wii,2009,Sports,Nintendo,15.75,11.01,3.28,2.96,33,False,wii sports resort,7
13826,Wii de Asobu Chibi-Robo!,wii,2009,Adventure,Nintendo,0,0,0.05,0,0.05,False,wii de asobu chibi robo,
16767,Wii de Asobu: Metroid Prime,wii,,Shooter,Nintendo,0,0,0.02,0,0.02,False,wii de asobu metroid prime,
7329,Wild 9,ps,1998,Action,Interplay,0.13,0.09,0,0.02,0.24,,wild 9,
2415,Wild ARMs,ps,1996,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95,,wild arms,
3324,Wild ARMs 2,ps,1999,Role-Playing,Sony Computer Entertainment,0.19,0.13,0.31,0.04,0.67,,wild arms 2,
3525,Wild ARMs 3,ps2,2002,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62,,wild arms 3,
9781,Wild ARMs 4,ps2,2005,Role-Playing,505 Games,0.07,0.06,0,0.02,0.14,,wild arms 4,12
6694,Wild ARMs 5,ps2,2006,Role-Playing,505 Games,0.14,0.11,0,0.04,0.28,,wild arms 5,12
10396,Wild ARMs 5 (jp sales),ps2,2006,Role-Playing,505 Games,0,0,0.12,0,0.12,,wild arms 5,12
9549,Wild ARMs XF,psp,2007,Role-Playing,505 Games,0.07,0,0.06,0.01,0.14,,wild arms xf,12
11902,Wild ARMs: Alter Code F,ps2,2003,Role-Playing,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09,,wild arms alter code f,
9630,Wild Earth: African Safari,wii,2008,Simulation,Majesco Entertainment,0.11,0.02,0,0.01,0.14,False,wild earth african safari,
16642,Wild Gunman,nes,1984,,,,,,,0.02,,wild gunman,
16156,Wild West Shootout,wii,2010,Shooter,Unknown,0.01,0.01,0,0,0.02,False,wild west shootout,7
7916,Wild Wild Racing,ps2,2000,Racing,Interplay,0.1,0.08,0,0.03,0.21,,wild wild racing,
18648,Wild Woody,scd,1995,,,,,,,0.003,,wild woody,
19370,Wimbledon,gg,1992,,,,,,,0.002,,wimbledon,
19264,Wimbledon Championship Tennis,gg,1993,,,,,,,0.002,,wimbledon championship tennis,
19343,Wimbledon II,gg,1993,,,,,,,0.002,,wimbledon 2,
17686,WinBack 2: Project Poseidon,ps2,2006,Shooter,Tecmo Koei,0.01,0.01,0,0,0.01,,winback 2 project poseidon,
7844,WinBack: Covert Operations,n64,1999,Shooter,Virgin Interactive,0.17,0.04,0,0,0.21,,winback covert operations,
6534,WinBack: Covert Operations,ps2,2000,Shooter,Midas Interactive Entertainment,0.14,0.11,0,0.04,0.29,,winback covert operations,
19275,Windjammers,ng,1994,,,,,,,0.002,,windjammers,
8076,Wing Arms,sat,1994,Shooter,Sega,0,0,0.2,0,0.2,,wing arms,
19020,Wing Arms,sat,1995,,,,,,,0.002,,wing arms,
19551,Wing Commander,amigacd32,1994,,,,,,,0.002,,wing commander,
17255,Wing Commander,scd,1994,,,,,,,0.011,,wing commander,
18446,Wing Commander III,3do,1995,,,,,,,0.004,,wing commander 3,
12957,Wing Commander III: Heart of the Tiger,3do,1995,,,,,,,0.063,,wing commander 3 heart of the tiger,
9075,Wing Commander III: Heart of the Tiger,ps,1996,Action,Electronic Arts,0.09,0.06,0,0.01,0.16,,wing commander 3 heart of the tiger,
11615,Wing Commander IV: The Price of Freedom,ps,1997,Simulation,Origin Systems,0.05,0.03,0,0.01,0.09,,wing commander 4 the price of freedom,
14047,Wing Commander: Prophecy,gba,2003,Simulation,"Destination Software, Inc",0.04,0.01,0,0,0.05,,wing commander prophecy,
13891,Wing Island,wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0,0.05,False,wing island,3
13342,Wings of War,xb,2004,Simulation,Take-Two Interactive,0.05,0.01,0,0,0.06,,wings of war,12
12722,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,wii,2010,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07,False,winning eleven playmaker 2010 aoki samurai no chousen,
8970,Winning Eleven: Pro Evolution Soccer 2007,ds,2006,Sports,Konami Digital Entertainment,0,0,0.17,0,0.17,,winning eleven pro evolution soccer 2007,
310,Winning Eleven: Pro Evolution Soccer 2007,ps2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,,winning eleven pro evolution soccer 2007,
2665,Winning Eleven: Pro Evolution Soccer 2007,psp,2006,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86,,winning eleven pro evolution soccer 2007,
4057,Winning Post,snes,1993,Sports,Tecmo Koei,0,0,0.53,0,0.53,,winning post,
6324,Winning Post 2,snes,1995,Sports,Tecmo Koei,0,0,0.3,0,0.3,,winning post 2,
9300,Winning Post 3,ps,1998,Racing,Tecmo Koei,0,0,0.14,0.01,0.15,,winning post 3,
9500,Winning Post 4,ps,1999,Sports,Tecmo Koei,0,0,0.14,0.01,0.15,,winning post 4,
13451,Winning Post 4 Maximum,ps2,2000,Sports,Tecmo Koei,0,0,0.06,0,0.06,,winning post 4 maximum,
10182,Winning Post 5,ps2,2001,Sports,Tecmo Koei,0,0,0.13,0,0.13,,winning post 5,
11762,Winning Post 6,ps2,2003,Sports,Tecmo Koei,0,0,0.09,0,0.09,,winning post 6,
15591,Winning Post 7 2009,psp,2009,Sports,Tecmo Koei,0,0,0.03,0,0.03,,winning post 7 2009,
12703,Winning Post 7 2010,ps3,2010,Sports,Tecmo Koei,0,0,0.07,0,0.07,,winning post 7 2010,
14220,Winning Post 7 2010,psp,2010,Sports,Tecmo Koei,0,0,0.05,0,0.05,,winning post 7 2010,
12811,Winning Post 7 2012,ps3,2012,Sports,Ackkstudios,0,0,0.07,0,0.07,,winning post 7 2012,
14411,Winning Post 7 2012,psp,2012,Sports,Ackkstudios,0,0,0.04,0,0.04,,winning post 7 2012,
14118,Winning Post 7 2013,ps3,2013,Sports,Tecmo Koei,0,0,0.05,0,0.05,,winning post 7 2013,
16450,Winning Post 7 2013,psv,2013,Sports,Tecmo Koei,0,0,0.02,0,0.02,,winning post 7 2013,
17670,Winning Post 7 Maximum 2008,ps2,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01,,winning post 7 maximum 2008,
17545,Winning Post 7 Maximum 2008,ps3,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01,,winning post 7 maximum 2008,
16889,Winning Post 7: Maximum 2007,ps2,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02,,winning post 7 maximum 2007,
16408,Winning Post 7: Maximum 2007,ps3,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02,,winning post 7 maximum 2007,
13966,Winning Post 8,ps3,2014,Racing,Tecmo Koei,0,0,0.05,0,0.05,,winning post 8,
14648,Winning Post 8,psv,2014,Racing,Tecmo Koei,0,0,0.04,0,0.04,,winning post 8,
16597,Winning Post 8 2015,ps3,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,,winning post 8 2015,
16553,Winning Post 8 2015,psv,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,,winning post 8 2015,
15444,Winning Post World,ps2,2009,Sports,Tecmo Koei,0,0,0.03,0,0.03,,winning post world,
14111,Winning Post World,ps3,2009,Sports,Tecmo Koei,0,0,0.05,0,0.05,,winning post world,
14341,Winning Post World 2010,ps3,2010,Sports,Tecmo Koei,0,0,0.04,0,0.04,,winning post world 2010,
16135,Winter Blast: 9 Snow & Ice Games,wii,2010,Sports,Destineer,0.02,0,0,0,0.02,False,winter blast 9 snow and ice games,
18297,Winter Games,atari7800,1987,,,,,,,0.005,,winter games,
10571,Winter Heat,sat,1996,Sports,Sega,0,0,0.11,0,0.11,,winter heat,
18894,Winter Heat,sat,1997,,,,,,,0.002,,winter heat,
19409,Winter Olympics,gg,1994,,,,,,,0.002,,winter olympics,
14139,Winter Sports 2011,ps3,2011,Sports,DTP Entertainment,0,0.04,0,0.01,0.05,,winter sports 2011,3
12101,Winter Sports 2011,wii,2011,Sports,DTP Entertainment,0,0.06,0,0.01,0.08,False,winter sports 2011,3
13528,Winter Sports 2: The Next Challenge,ds,2008,Sports,RTL,0.04,0.02,0,0.01,0.06,,winter sports 2 the next challenge,
12249,Winter Sports 2: The Next Challenge,ps2,2008,Sports,Conspiracy Entertainment,0.04,0.03,0,0.01,0.08,,winter sports 2 the next challenge,
5080,Winter Sports 2: The Next Challenge,wii,2008,Sports,RTL,0.18,0.19,0,0.04,0.41,False,winter sports 2 the next challenge,
14745,Winter Sports 3: The Great Tournament,ps3,2010,Sports,Tradewest,0,0.03,0,0.01,0.04,,winter sports 3 the great tournament,
13590,Winter Sports 3: The Great Tournament,wii,2010,Sports,Tradewest,0.02,0.02,0,0,0.05,False,winter sports 3 the great tournament,
1752,Winter Sports: The Ultimate Challenge,wii,2007,Sports,RTL,0.45,0.68,0,0.12,1.26,False,winter sports the ultimate challenge,
11532,Winter Stars,ps3,2011,Sports,Deep Silver,0.01,0.06,0,0.02,0.09,,winter stars,3
10129,Winter Stars,wii,2011,Sports,Deep Silver,0.06,0.07,0,0.01,0.13,False,winter stars,3
12797,Winx Club,gba,2005,Shooter,Konami Digital Entertainment,0.05,0.02,0,0,0.07,,winx club,7
13073,Winx Club: Mission Enchantix,ds,2008,Adventure,Konami Digital Entertainment,0.03,0.02,0,0,0.06,,winx club mission enchantix,3
13397,Winx Club: Quest for the Codex,ds,2006,Action,Konami Digital Entertainment,0.03,0.02,0,0.01,0.06,,winx club quest for the codex,7
15102,Winx Club: Rockstars,ds,2010,Adventure,Namco Bandai Games,0,0.03,0,0,0.03,,winx club rockstars,3
17474,Winx Club: Saving Alfea,3ds,2014,Action,Namco Bandai Games,0,0.01,0,0,0.01,,winx club saving alfea,7
16055,Winx Club: Saving Alfea,ds,2014,Action,Namco Bandai Games,0.02,0,0,0,0.02,,winx club saving alfea,7
4595,WipEout,ps,1995,Action,Psygnosis,0.26,0.18,0,0.03,0.47,,wipeout,
5838,WipEout 3,ps,1999,Racing,Psygnosis,0.19,0.13,0,0.02,0.34,,wipeout 3,
4890,WipEout 64,n64,1998,Racing,Midway Games,0.28,0.14,0,0.01,0.43,,wipeout 64,
7156,WipEout Fusion,ps2,2002,Racing,Sony Computer Entertainment,0.12,0.1,0,0.03,0.25,,wipeout fusion,
12050,WipEout HD Fury,ps3,2009,Racing,Sony Computer Entertainment,0,0.06,0,0.02,0.08,,wipeout hd fury,7
4403,WipEout Pulse,ps2,2009,Racing,Sony Computer Entertainment,0,0.15,0,0.33,0.49,,wipeout pulse,3
6046,WipEout Pulse,psp,2007,Racing,Sony Computer Entertainment,0.13,0.12,0,0.06,0.32,,wipeout pulse,3
2191,WipEout Pure,psp,2005,Racing,Sony Computer Entertainment,0.47,0.34,0,0.22,1.04,,wipeout pure,3
7227,WipEout XL,ps,1996,Racing,Psygnosis,0.14,0.1,0,0.02,0.25,,wipeout xl,
8100,WipeOut 3 The Game,3ds,2012,Action,Activision,0.18,0,0,0.01,0.2,,wipeout 3 the game,
5240,WipeOut 3 The Game,wii,2012,Action,Activision,0.38,0,0,0.03,0.4,False,wipeout 3 the game,
10063,WipeOut 3 The Game,wiiu,2012,Action,Activision,0.12,0,0,0.01,0.13,,wipeout 3 the game,
15808,Wipeout,sat,1995,,,,,,,0.028,,wipeout,
7439,Wipeout 2,3ds,2011,Misc,Activision,0.22,0,0,0.01,0.23,,wipeout 2,
6780,Wipeout 2,ds,2011,Misc,Activision,0.25,0,0,0.02,0.27,,wipeout 2,
10307,Wipeout 2,ps3,2011,Misc,Activision,0.11,0,0,0.01,0.12,,wipeout 2,
5944,Wipeout 2,wii,2011,Misc,Activision,0.31,0,0,0.02,0.33,False,wipeout 2,
5369,Wipeout 2048,psv,2012,Racing,Sony Computer Entertainment,0.14,0.19,0,0.06,0.39,,wipeout 2048,7
3542,Wipeout: The Game,ds,2010,Misc,Activision,0.58,0,0,0.04,0.62,,wipeout the game,
913,Wipeout: The Game,wii,2009,Misc,Mindscape,1.97,0,0,0.12,2.09,False,wipeout the game,
10958,WireWay,ds,2009,Adventure,Konami Digital Entertainment,0.1,0,0,0.01,0.11,,wireway,
19323,Wirehead,scd,1995,,,,,,,0.002,,wirehead,
11991,Witches & Vampires: The Secrets of Ashburry,ds,2010,Adventure,DTP Entertainment,0.05,0.02,0,0.01,0.08,,witches and vampires the secrets of ashburry,12
14615,Without Warning,ps2,2005,Shooter,Capcom,0.02,0.01,0,0,0.04,,without warning,16
15963,Without Warning,xb,,Shooter,Capcom,0.01,0,0,0,0.02,,without warning,16
18083,Wizard of Wor,atari5200,1983,,,,,,,0.009,,wizard of wor,
15980,Wizardry Twin Pack,ps3,2011,Role-Playing,Acquire,0,0,0.02,0,0.02,,wizardry twin pack,
11269,Wizardry VI: Bane of the Cosmic Forge,snes,1995,Role-Playing,ASCII Entertainment,0,0,0.1,0,0.1,,wizardry 6 bane of the cosmic forge,
9398,Wizardry VII: Gadeia no Houshu,ps,1995,Role-Playing,Sony Computer Entertainment,0,0,0.14,0.01,0.15,,wizardry 7 gadeia no houshu,
17703,Wizardry XTH: Unlimited Students,ps2,2006,Role-Playing,Michaelsoft,0,0,0.01,0,0.01,,wizardry xth unlimited students,
12466,Wizardry: Llylgamyn Saga,ps,1998,Role-Playing,Locus,0,0,0.07,0,0.07,,wizardry llylgamyn saga,
11585,Wizardry: Tale of the Forsaken Land,ps2,2001,Role-Playing,Ubisoft,0.04,0.03,0,0.01,0.09,,wizardry tale of the forsaken land,
2620,Wizards of Waverly Place,ds,2009,Misc,Disney Interactive Studios,0.59,0.2,0,0.08,0.87,,wizards of waverly place,
7530,Wizards of Waverly Place: Spellbound,ds,2010,Misc,Disney Interactive Studios,0.16,0.06,0,0.02,0.23,,wizards of waverly place spellbound,3
19410,Wolfchild,gg,1992,,,,,,,0.002,,wolfchild,
3437,Wolfenstein,ps3,2009,Shooter,Activision,0.25,0.28,0,0.11,0.64,,wolfenstein,18
18168,Wolfenstein 3D,3do,1995,,,,,,,0.007,,wolfenstein 3d,
8841,Wolfenstein 3D,gba,2002,Shooter,BAM! Entertainment,0.12,0.04,0,0,0.17,,wolfenstein 3d,
14247,Wolfenstein 3D,jaguar,1994,,,,,,,0.042,,wolfenstein 3d,
4229,Wolfenstein: The New Order,ps3,2014,Shooter,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51,,wolfenstein the new order,18
15558,Women's Volleyball Championship,ps2,2007,Sports,Spike,0,0,0.03,0,0.03,,women s volleyball championship,
19411,Wonder Boy,gg,1991,,,,,,,0.002,,wonder boy,
17191,Wonder Boy,mastersystem,1986,,,,,,,0.013,,wonder boy,
17998,Wonder Boy,sg1000,1986,,,,,,,0.01,,wonder boy,
19071,Wonder Boy III: Monster Lair,tg16,1989,,,,,,,0.002,,wonder boy 3 monster lair,
11464,Wonder Boy III: The Dragon's Trap,mastersystem,1989,,,,,,,0.094,,wonder boy 3 the dragon s trap,
16582,Wonder Boy in Monster Land,mastersystem,1988,,,,,,,0.02,,wonder boy in monster land,
10108,Wonder Boy in Monster World,gen,1991,,,,,,,0.13,,wonder boy in monster world,
17109,Wonder Boy: The Dragon's Trap,gg,1992,,,,,,,0.017,,wonder boy the dragon s trap,
18236,Wonder Dog,scd,1993,,,,,,,0.006,,wonder dog,
19324,Wonder Dog: Special Edition,scd,1993,,,,,,,0.002,,wonder dog special edition,
5669,Wonder Pets! Save the Animals!,ds,2008,Adventure,Take-Two Interactive,0.33,0,0,0.02,0.36,,wonder pets save the animals,3
9020,Wonder Project J2: Koruro no Mori no Josette,n64,1996,Simulation,Enix Corporation,0,0,0.12,0.04,0.16,,wonder project j2 koruro no mori no josette,
4934,Wonder Project J: Kikai no Shonen Pino,snes,1994,Simulation,Enix Corporation,0,0,0.43,0,0.43,,wonder project j kikai no shonen pino,
11882,Wonder World Amusement Park,ds,2009,Misc,Majesco Entertainment,0.08,0,0,0.01,0.09,,wonder world amusement park,
13860,Wonder World Amusement Park,wii,2008,Misc,Majesco Entertainment,0.04,0,0,0,0.05,False,wonder world amusement park,
18579,Woody Pop,gg,1991,,,,,,,0.003,,woody pop,
10689,Woody Woodpecker Racing,ps,1999,Racing,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11,,woody woodpecker racing,
17424,Woody Woodpecker in Crazy Castle 5,gba,2002,Platform,Kemco,0.01,0,0,0,0.01,,woody woodpecker in crazy castle 5,
13718,Woody Woodpecker: Escape from Buzz Buzzard Park,ps2,2001,Platform,DreamCatcher Interactive,0.02,0.02,0,0.01,0.05,,woody woodpecker escape from buzz buzzard park,
17988,Word Fun,intellivision,1980,,,,,,,0.01,,word fun,
9072,WordJong,ds,2007,Puzzle,White Park Bay Software,0.13,0.01,0,0.01,0.16,,wordjong,3
8530,WordJong Party,wii,2008,Puzzle,Destineer,0.17,0,0,0.01,0.18,False,wordjong party,
11981,Wordfish,ds,2008,Puzzle,Ubisoft,0.07,0,0,0.01,0.08,,wordfish,
11773,Wordmaster,ds,2008,Strategy,Zoo Digital Publishing,0.09,0,0,0.01,0.09,,wordmaster,3
13020,World Championship Athletics,wii,2009,Sports,DTP Entertainment,0.04,0.01,0,0,0.06,False,world championship athletics,
8030,World Championship Cards,psp,2008,Misc,Crave Entertainment,0.19,0,0,0.02,0.2,,world championship cards,
11836,World Championship Games: A Track & Field Event,ds,2008,Sports,Ghostlight,0.08,0,0,0.01,0.09,,world championship games a track and field event,
8881,World Championship Poker,gba,2004,Misc,Crave Entertainment,0.12,0.05,0,0,0.17,,world championship poker,3
2416,World Championship Poker,ps2,2004,Misc,Play It,0.8,0.03,0,0.13,0.95,,world championship poker,3
4223,World Championship Poker,xb,2004,Misc,Crave Entertainment,0.37,0.11,0,0.02,0.51,,world championship poker,
5808,World Championship Poker 2: Featuring Howard Lederer,ps2,2005,Misc,Oxygen Interactive,0.16,0.13,0,0.04,0.34,,world championship poker 2 featuring howard lederer,
9619,World Championship Poker 2: Featuring Howard Lederer,psp,2005,Misc,505 Games,0.12,0,0,0.01,0.14,,world championship poker 2 featuring howard lederer,
11733,World Championship Poker 2: Featuring Howard Lederer,xb,2005,Misc,Crave Entertainment,0.07,0.02,0,0,0.09,,world championship poker 2 featuring howard lederer,
17043,World Championship Poker featuring Howard Lederer: All In,wii,2006,Misc,505 Games,0.02,0,0,0,0.02,False,world championship poker featuring howard lederer all in,
12127,World Championship Poker: Deluxe Series,ds,2005,Misc,505 Games,0.07,0,0,0.01,0.08,,world championship poker deluxe series,
1216,World Championship Poker: Featuring Howard Lederer - All In,ps2,2006,Misc,Oxygen Interactive,0.82,0.64,0,0.22,1.68,,world championship poker featuring howard lederer all in,
9746,World Championship Poker: Howard Lederer - All In,psp,2006,Misc,505 Games,0.13,0,0,0.01,0.14,,world championship poker howard lederer all in,
13819,World Championship Pool 2004,ps2,2004,Sports,Jaleco,0.02,0.02,0,0.01,0.05,,world championship pool 2004,
14633,World Championship Pool 2004,xb,2003,Sports,Jaleco,0.03,0.01,0,0,0.04,,world championship pool 2004,
10802,World Championship Rugby,ps2,2004,Sports,Acclaim Entertainment,0.06,0.04,0,0.01,0.11,,world championship rugby,3
14514,World Championship Spelling,ds,2010,Misc,505 Games,0.04,0,0,0,0.04,,world championship spelling,
18136,World Class Baseball,tg16,1988,,,,,,,0.008,,world class baseball,
19245,World Class Fussball/Soccer,lynx,1992,,,,,,,0.002,,world class fussball soccer,
15974,World Class Rugby 2: Kokunai Gekitou Hen '93,snes,1994,Sports,Misawa,0,0,0.02,0,0.02,,world class rugby 2 kokunai gekitou hen 93,
541,World Class Track Meet,nes,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,,world class track meet,
11709,World Cup '98 France: Road to Win,sat,1998,Sports,Sega,0,0,0.09,0,0.09,,world cup 98 france road to win,
3730,World Cup 98,n64,1998,Sports,Electronic Arts,0.14,0.4,0,0.04,0.58,,world cup 98,
19643,World Cup Golf: Professional Edition,3do,1994,,,,,,,0.002,,world cup golf professional edition,
10041,World Cup Golf: Professional Edition,ps,1995,Sports,U.S. Gold,0.07,0.05,0,0.01,0.13,,world cup golf professional edition,
19413,World Cup Soccer,gg,1993,,,,,,,0.002,,world cup soccer,
19412,World Cup USA '94,gg,1994,,,,,,,0.002,,world cup usa 94,
13474,World Cup of Pool,ds,2009,Sports,Midas Interactive Entertainment,0.06,0,0,0,0.06,,world cup of pool,
8760,World Destruction League: Thunder Tanks,ps,2000,Action,3DO,0.09,0.06,0,0.01,0.17,,world destruction league thunder tanks,
8889,World Destruction League: Thunder Tanks,ps2,2000,Action,3DO,0.08,0.07,0,0.02,0.17,,world destruction league thunder tanks,
8851,World Driver Championship,n64,1999,Racing,Midway Games,0.14,0.03,0,0,0.17,,world driver championship,
13795,World Fantasista,ps2,2002,Sports,SquareSoft,0,0,0.05,0,0.05,,world fantasista,
19439,World Heroes,ng,1992,,,,,,,0.002,,world heroes,
18868,World Heroes 2,ng,1993,,,,,,,0.003,,world heroes 2,
17280,World Heroes Anthology,ps2,2007,Fighting,Ignition Entertainment,0,0,0.01,0,0.01,,world heroes anthology,12
19446,World Heroes Perfect,ng,1995,,,,,,,0.002,,world heroes perfect,
9441,World League Soccer,snes,1991,Sports,Imagineer,0,0,0.15,0,0.15,,world league soccer,
17030,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,psp,2008,Simulation,fonfun,0,0,0.02,0,0.02,,world neverland 2in1 portable olerud kingdom and republic of pluto,
12069,World Party Games,wii,2009,Misc,505 Games,0.07,0,0,0.01,0.08,False,world party games,
17614,World Poker Tour,gba,2005,Misc,Take-Two Interactive,0.01,0,0,0,0.01,,world poker tour,
7980,World Poker Tour,ps2,2005,Misc,Take-Two Interactive,0.1,0.08,0,0.03,0.21,,world poker tour,18
14299,World Poker Tour,psp,2006,Misc,Take-Two Interactive,0.04,0,0,0,0.04,,world poker tour,18
