Title,Platform,Rating,Release Year
Baila Latino,PlayStation 4,12,2017
FlatOut 4 - Total Insanity,Xbox One,12,2017
ACA NEOGEO THE KING OF FIGHTERS '95,Xbox One,12,2017
THE KING OF FIGHTERS '98 ULTIMATE MATCH,PlayStation 4,12,2017
Shiness: The Lightning Kingdom,PC,12,2017
River City Melee Battle Royal SP,PlayStation 4,12,2017
ArmaGallant: Decks of Destiny,PlayStation 4,12,2017
Shiness: The Lightning Kingdom,PlayStation 4,12,2017
ACA NEOGEO FATAL FURY,Xbox One,12,2017
The Elder Scrolls: Legends,PC,12,2017
Shiness: The Lightning Kingdom,Xbox One,12,2017
GOD WARS Future Past,PlayStation 4,12,2017
ACA NEOGEO ART OF FIGHTING,Xbox One,12,2017
The Longest Five Minutes,PlayStation Vita,12,2017
Kholat,Xbox One,12,2017
The Inner World,PlayStation 4,12,2017
The Inner World,Nintendo Switch,12,2017
Duck Game,PlayStation 4,12,2017
ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS,Xbox One,12,2017
Duck Game,Xbox One,12,2017
Paladins,PC,12,2017
The Jackbox Party Pack 3,Nintendo Switch,12,2017
Paladins,Xbox One,12,2017
Syberia 3,PlayStation 4,12,2017
Syberia 3,Nintendo Switch,12,2017
Paladins,PlayStation 4,12,2017
The Assembly,Xbox One,12,2017
Conarium,PC,12,2017
Unholy Night The Darkness Hunter,Super Nintendo Entertainment System,12,2017
Broken Age,Xbox One,12,2017
DRAGON QUEST HEROES II,PC,12,2017
Statik,PlayStation 4,12,2017
ACA NEOGEO FATAL FURY 2,Xbox One,12,2017
Cosmic Star Heroine,PlayStation 4,12,2017
A Rose in the Twilight,PlayStation Vita,12,2017
ACA NEOGEO SENGOKU 2,Xbox One,12,2017
StarBlood Arena,PlayStation 4,12,2017
Fire Emblem Echoes: Shadows of Valentia,Nintendo 3DS,12,2017
SUPERBEAT XONiC,PlayStation 4,12,2017
DRAGON QUEST HEROES II,PlayStation 4,12,2017
SUPERBEAT XONiC,Xbox One,12,2017
Volume,Xbox One,12,2017
Operation Babel: New Tokyo Legacy,PlayStation Vita,12,2017
Period Cube ~Shackles of Amadeus~,PlayStation Vita,12,2017
REGALIA: OF MEN AND MONARCHS,PC,12,2017
ACA NEOGEO THE KING OF FIGHTERS '95,PlayStation 4,12,2017
Black the Fall,PC,12,2017
ACA NEOGEO WORLD HEROES 2,PlayStation 4,12,2017
Ancient Amuletor,PlayStation 4,12,2017
Black the Fall,PlayStation 4,12,2017
ACA NEOGEO WORLD HEROES 2,Xbox One,12,2017
ART OF FIGHTING ANTHOLOGY,PlayStation 4,12,2017
Black the Fall,Xbox One,12,2017
Das große Schifffahrt-Simulations-Paket,,12,2017
Eventide: Slavic Fable,PlayStation 4,12,2017
ACA NEOGEO ART OF FIGHTING,PlayStation 4,12,2017
Cladun Returns: This is Sengoku!,PlayStation Vita,12,2017
Mortal Blitz,PlayStation 4,12,2017
Pocket Rumble,Nintendo Switch,12,2017
Damascus Gear: Operation Tokyo HD Edition,PlayStation 4,12,2017
Disgaea 5 Complete,Nintendo Switch,12,2017
ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS,PlayStation 4,12,2017
Chimeras: Verflucht und Vergessen,PC,12,2017
Pocket Rumble,PC,12,2017
GUILTY GEAR Xrd Rev.2,PlayStation 4,12,2017
Empathy: Path of Whispers,PC,12,2017
Super Rude Bear Resurrection,PlayStation 4,12,2017
CYBERDIMENSION NEPTUNIA: 4 GODDESSES ONLINE,PlayStation 4,12,2017
ACA NEOGEO SAMURAI SHODOWN,Xbox One,12,2017
Pox Nora,PlayStation 4,12,2017
Shaq-Fu: A Legend Reborn,PC,12,2017
Summon Night 6 Lost Borders,PlayStation 4,12,2017
Summon Night 6 Lost Borders,PlayStation Vita,12,2017
Star Ocean Till the end of time,PlayStation 4,12,2017
Overwatch: Game of the Year Edition,PC,12,2017
Overwatch: Game of the Year Edition,PlayStation 4,12,2017
Overwatch: Game of the Year Edition,Xbox One,12,2017
The aquatic Adventure of the Last Human,Xbox One,12,2017
ARMS,Nintendo Switch,12,2017
ACA NEOGEO ART OF FIGHTING 2,Xbox One,12,2017
Rabi-Ribi,PlayStation 4,12,2017
Axiom Verge,PlayStation 4,12,2017
Rabi-Ribi,PlayStation Vita,12,2017
Axiom Verge,PlayStation Vita,12,2017
BRIKS,PlayStation 4,12,2017
Axiom Verge,Nintendo Switch,12,2017
The Lost Bear,PlayStation 4,12,2017
Axiom Verge,Nintendo Wii U,12,2017
Cladun Returns: This Is Sengoku!,PlayStation 4,12,2017
X-Morph: Defense,Xbox One,12,2017
ACA NEOGEO SENGOKU 2,PlayStation 4,12,2017
Craft Keep,PC,12,2017
ACA NEOGEO METAL SLUG 2,PlayStation 4,12,2017
X-Morph: Defense,PlayStation 4,12,2017
Thea: The Awakening,PlayStation 4,12,2017
ACA NEOGEO METAL SLUG 2,Xbox One,12,2017
Enigmatis 2: The Mists of Ravenwood,PlayStation 4,12,2017
Nex Machina,PlayStation 4,12,2017
Enigmatis 3 - The Shadow Of Karkhala CE,PC,12,2017
Nex Machina,PC,12,2017
Ys Origin,PlayStation Vita,12,2017
Aven Colony,PC,12,2017
Aven Colony,Xbox One,12,2017
Aven Colony,PlayStation 4,12,2017
Oh...Sir! The Insult Simulator,PlayStation 4,12,2017
Oh...Sir! The Insult Simulator,Xbox One,12,2017
Ultra Street Fighter II: The Final Challengers,Nintendo Switch,12,2017
AereA,Xbox One,12,2017
Tokyo Xanadu,PlayStation Vita,12,2017
Dreambreak,Xbox One,12,2017
THE KING OF FIGHTERS Collection: The Orochi Saga,PlayStation 4,12,2017
Albert and Otto,Xbox One,12,2017
SUPERHOT VR,PlayStation 4,12,2017
Don't Starve Together: Console Edition,Xbox One,12,2017
Smashbox Arena,PlayStation 4,12,2017
HEX: Card Clash,PlayStation 4,12,2017
ACA NEOGEO FATAL FURY 2,PlayStation 4,12,2017
NARUTO ULTIMATE NINJA STORM,Xbox One,12,2017
NARUTO ULTIMATE NINJA STORM,PC,12,2017
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,PlayStation 4,12,2017
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,Xbox One,12,2017
Naruto Shippuden: Ultimate Ninja Storm 2,PlayStation 4,12,2017
Naruto Shippuden: Ultimate Ninja Storm 2,Xbox One,12,2017
Naruto Shippuden: Ultimate Ninja Storm 2,PC,12,2017
Dungeon Defenders 2,Xbox One,12,2017
AereA,PC,12,2017
AereA,PlayStation 4,12,2017
Super Cloudbuilt,Xbox One,12,2017
Minecraft: Story Mode - The Complete Adventure,Nintendo Switch,12,2017
Children of Zodiarcs,PC,12,2017
Children of Zodiarcs,PlayStation 4,12,2017
Super Cloudbuilt,PlayStation 4,12,2017
The Jackbox Party Pack,Nintendo Switch,12,2017
The Jackbox Party Pack 2,Nintendo Switch,12,2017
Super Blackjack Battle 2 Turbo Edition - The Card Warriors,PlayStation 4,12,2017
The Sexy Brutale,Nintendo Switch,12,2017
ACA NEOGEO FATAL FURY SPECIAL,PlayStation 4,12,2017
Super Blackjack Battle 2 Turbo Edition - The Card Warriors,Xbox One,12,2017
ACA NEOGEO FATAL FURY SPECIAL,Xbox One,12,2017
Dino Frontier,PlayStation 4,12,2017
Thimbleweed Park,PlayStation 4,12,2017
That's You!,PlayStation 4,12,2017
The Caligula Effect,PlayStation Vita,12,2017
Rock of Ages II: Bigger and Boulder,PlayStation 4,12,2017
Rock of Ages II: Bigger and Boulder,Xbox One,12,2017
Ghost 1.0,PC,12,2017
Ghost 1.0,Xbox One,12,2017
NARUTO ULTIMATE NINJA STORM,PlayStation 4,12,2017
Trulon: The Shadow Engine,PlayStation 4,12,2017
Fallen Legion: Sins of an Empire,PlayStation 4,12,2017
Fortnite,PC,12,2017
Fortnite,Mobile,12,2017
Fortnite,PlayStation 4,12,2017
Fortnite,Xbox One,12,2017
Fallen Legion: Flames of Rebellion,PlayStation Vita,12,2017
Theseus,PlayStation 4,12,2017
Fate/EXTELLA: The Umbral Star,Nintendo Switch,12,2017
Arcade Archives THE NINJA WARRIORS,PlayStation 4,12,2017
Realms of Arkania: Star Trail,PC,12,2017
One Piece Unlimited World Red Deluxe Edition,PlayStation 4,12,2017
One Piece Unlimited World Red Deluxe Edition,Nintendo Switch,12,2017
Dead Exit,Xbox One,12,2017
Naruto Storm Legacy PS4,,12,2017
Western Press,Xbox One,12,2017
Naruto Storm Legacy Xbox One,,12,2017
The Coma: Recut,PlayStation 4,12,2017
Matterfall,PlayStation 4,12,2017
Grim Facade: Der Mörder mit der Maske,PC,12,2017
Dreambreak,PlayStation 4,12,2017
Songbringer,Xbox One,12,2017
Shaq-Fu: A Legend Reborn,PlayStation 4,12,2017
Sundered,PlayStation 4,12,2017
Songbringer,PlayStation 4,12,2017
Shaq-Fu: A Legend Reborn,Xbox One,12,2017
Demetrios : The BIG Cynical Adventure,PlayStation 4,12,2017
The Coma: Recut,Xbox One,12,2017
The Coma: Recut,Nintendo Switch,12,2017
Undertale,PlayStation 4,12,2017
Undertale,Nintendo Switch,12,2017
Demetrios : The BIG Cynical Adventure,Xbox One,12,2017
NAMCO MUSEUM,Nintendo Switch,12,2017
Undertale,PlayStation Vita,12,2017
We Sing,Xbox One,12,2017
Sundered,PC,12,2017
RobotRiot Hyper Edition,PlayStation 4,12,2017
ACA NEOGEO ART OF FIGHTING 2,PlayStation 4,12,2017
Bleed,Xbox One,12,2017
Halcyon 6: Starbase Commander (Lightspeed Edition),PC,12,2017
Halcyon 6: Starbase Commander (Lightspeed Edition),Nintendo Switch,12,2017
Halcyon 6: Starbase Commander (Lightspeed Edition),Mobile,12,2017
ReCore Definitive Edition,Xbox One,12,2017
ReCore Definitive Edition,PC,12,2017
One Piece Unlimited World Red Deluxe Edition,PC,12,2017
Jak X,PlayStation 4,12,2017
Distrust,PC,12,2017
The Count Lucanor,PlayStation Vita,12,2017
Dreadnought,PlayStation 4,12,2017
Age of Empires: Definitive Edition,PC,12,2017
Nidhogg 2,PC,12,2017
Nidhogg 2,Nintendo Switch,12,2017
SHOPPE KEEP,PlayStation 4,12,2017
SHOPPE KEEP,Xbox One,12,2017
Maize,PlayStation 4,12,2017
Maize,Xbox One,12,2017
Dark Tales: Edgar Allan Poe's Metzengerstein,PC,12,2017
Absolver,PC,12,2017
Absolver,PlayStation 4,12,2017
Pinball FX3,PlayStation 4,12,2017
Pinball FX3,Xbox One,12,2017
Eventide 2: Sorcerer's Mirror,Xbox One,12,2017
The Count Lucanor,PlayStation 4,12,2017
The Count Lucanor,PC,12,2017
Jak and Daxter: The Precursor Legacy™,PlayStation 4,12,2017
Jak II : RENEGADE,PlayStation 4,12,2017
Jak 3,PlayStation 4,12,2017
Transcripted,Xbox One,12,2017
Transcripted,PlayStation 4,12,2017
Warriors All-Stars,PlayStation 4,12,2017
Tooth and Tail,PlayStation 4,12,2017
Warriors All-Stars,PC,12,2017
Happy Dungeons,PlayStation 4,12,2017
Battlestar Galactica Deadlock,PlayStation 4,12,2017
The Final Station: The Only Traitor,Xbox One,12,2017
Battlestar Galactica Deadlock,Xbox One,12,2017
Touhou Kobuto V: Burst Battle,PlayStation 4,12,2017
911 Operator,Xbox One,12,2017
Touhou Kobuto V: Burst Battle,PlayStation Vita,12,2017
Outcast - Second Contact,PC,12,2017
Touhou Kobuto V: Burst Battle,Nintendo Switch,12,2017
DRAGON BALL XENOVERSE 2,Nintendo Switch,12,2017
Outcast - Second Contact,Xbox One,12,2017
Culdcept Revolt,Nintendo 3DS,12,2017
Outcast - Second Contact,PlayStation 4,12,2017
ACA NEOGEO FATAL FURY 3,PlayStation 4,12,2017
ACA NEOGEO FATAL FURY 3,Xbox One,12,2017
Marvel vs. Capcom: Infinite,PlayStation 4,12,2017
Marvel vs. Capcom: Infinite,PC,12,2017
Marvel vs. Capcom: Infinite,Xbox One,12,2017
FINAL FANTASY IX,PlayStation 4,12,2017
Nightmare Boy,PlayStation 4,12,2017
Nightmare Boy,Nintendo Switch,12,2017
Nightmare Boy,Xbox One,12,2017
NHL 18,PlayStation 4,12,2017
NHL 18,Xbox One,12,2017
Ys VIII: Lacrimosa of Dana,PlayStation 4,12,2017
Ys VIII: Lacrimosa of Dana,PlayStation Vita,12,2017
Ys VIII: Lacrimosa of Dana,Nintendo Switch,12,2017
The Inner World - The Last Wind Monk,PlayStation 4,12,2017
The Inner World - The Last Wind Monk,Nintendo Switch,12,2017
The Inner World - The Last Wind Monk,Xbox One,12,2017
The Inner World - The Last Wind Monk,Nintendo Switch,12,2017
SUPERBEAT XONiC,Nintendo Switch,12,2017
Guild Wars 2: Path of Fire,PC,12,2017
Gundam Versus,PlayStation 4,12,2017
Morphite,PlayStation 4,12,2017
ACA NEOGEO BURNING FIGHT,PlayStation 4,12,2017
Morphite,Xbox One,12,2017
ACA NEOGEO BURNING FIGHT,Xbox One,12,2017
Morphite,PC,12,2017
8-bit Adventure Anthology: Volume I,PlayStation 4,12,2017
ACA NEOGEO SAMURAI SHODOWN II,PlayStation 4,12,2017
8-bit Adventure Anthology: Volume I,Xbox One,12,2017
ACA NEOGEO SAMURAI SHODOWN II,Xbox One,12,2017
Eventide 2: Sorcerer's Mirror,PlayStation 4,12,2017
Out Of Ammo,PlayStation 4,12,2017
The Assembly / Perfect,PlayStation 4,12,2017
Grim Tales: Die Gray Familien-Saga,,12,2017
Megaton Rainfall,PlayStation 4,12,2017
ACA NEOGEO METAL SLUG X,PlayStation 4,12,2017
Hob,PlayStation 4,12,2017
The Inner World - The Last Wind Monk,PC,12,2017
ACA NEOGEO METAL SLUG X,Xbox One,12,2017
League of War: VR Arena,PlayStation 4,12,2017
911 Operator,PlayStation 4,12,2017
The Final Station: The Only Traitor,PlayStation 4,12,2017
Nintendo Classic Mini: Super Nintendo Entertainment System,Plug and Play,12,2017
The Inner World: The Last Wind Monk,PC,12,2017
The Inner World: The Last Wind Monk,PlayStation 4,12,2017
The Inner World: The Last Wind Monk,Xbox One,12,2017
Let's Sing 2018,Nintendo Wii,12,2017
Let's Sing 2018 Hits français et internationaux,Nintendo Wii,12,2017
Let's Sing 10,Nintendo Wii,12,2017
Let's Sing 2018 mit deutschen Hits,Nintendo Wii,12,2017
Bad Apple Wars,PlayStation Vita,12,2017
Bleed 2,Xbox One,12,2017
Decay - The Mare,Xbox One,12,2017
ACA NEOGEO REAL BOUT FATAL FURY,PlayStation 4,12,2017
ACA NEOGEO REAL BOUT FATAL FURY,Xbox One,12,2017
Miko Gakkou Monogatari: Kaede Episode,PlayStation 4,12,2017
Etrian Odyssey V: Beyond the Myth,Nintendo 3DS,12,2017
Crossing Souls,PC,12,2017
Crossing Souls,PlayStation 4,12,2017
The Mummy Demastered,Nintendo Switch,12,2017
The Mummy Demastered,Xbox One,12,2017
The Mummy Demastered,PlayStation 4,12,2017
Let's Sing 2018,PlayStation 4,12,2017
Let's Sing 2018 Hits français et internationaux,PlayStation 4,12,2017
Let's Sing 10,PlayStation 4,12,2017
Let's Sing 2018 mit deutschen Hits,PlayStation 4,12,2017
Fire Emblem Warriors,Nintendo Switch,12,2017
Fire Emblem Warriors,Nintendo 3DS,12,2017
Nights of Azure 2: Bride of the New Moon,Nintendo Switch,12,2017
The Jackbox Party Pack 4,Xbox One,12,2017
SWORD ART ONLINE: HOLLOW REALIZATION,PC,12,2017
The Jackbox Party Pack 4,PlayStation 4,12,2017
Bulb Boy,Xbox One,12,2017
The Jackbox Party Pack 4,Nintendo Switch,12,2017
Bulb Boy,PlayStation 4,12,2017
Defender's Quest: Valley of the Forgotten (DX),PlayStation Vita,12,2017
ACA NEOGEO ROBO ARMY,PlayStation 4,12,2017
ACA NEOGEO MUTATION NATION,PlayStation 4,12,2017
Defender's Quest: Valley of the Forgotten (DX),PlayStation 4,12,2017
ACA NEOGEO ROBO ARMY,Xbox One,12,2017
ACA NEOGEO MUTATION NATION,Xbox One,12,2017
Defender's Quest: Valley of the Forgotten (DX),Xbox One,12,2017
DWVR,PlayStation 4,12,2017
Immortal Love: Wunder haben einen Preis,PC,12,2017
Stifled,PlayStation 4,12,2017
Redemption Cemetery: Todgeweihte leben länger,PC,12,2017
SingStar Celebration,PlayStation 4,12,2017
Detention,PlayStation 4,12,2017
Die große Simulations-Box 6,,12,2017
SingStar Celebration,PlayStation 4,12,2017
Pox Nora,PlayStation Vita,12,2017
Nights of Azure 2: Bride of the New Moon,PC,12,2017
Night Trap - 25th Anniversary Edition,PlayStation 4,12,2017
Phantom Trigger,Xbox One,12,2017
Phantom Trigger,PlayStation 4,12,2017
Nights of Azure 2: Bride of the New Moon,PlayStation 4,12,2017
Demon Gaze II,PlayStation Vita,12,2017
PlayStation® VR Demo Disc 2.0,PlayStation 4,12,2017
Asdivine Hearts,PlayStation Vita,12,2017
Tokyo Tattoo Girls,PlayStation Vita,12,2017
Symmetry,PlayStation 4,12,2017
ACA NEOGEO KARNOV'S REVENGE,PlayStation 4,12,2017
Need for Speed Payback,Xbox One,12,2017
Azure Striker Gunvolt: Striker Pack,Nintendo Switch,12,2017
ACA NEOGEO KARNOV'S REVENGE,Xbox One,12,2017
Need for Speed Payback,PC,12,2017
ACA NEOGEO THE KING OF FIGHTERS '97,PlayStation 4,12,2017
Night in the Woods,Xbox One,12,2017
The Sims™ 4 Cats & Dogs,PC,12,2017
ACA NEOGEO THE KING OF FIGHTERS '97,Xbox One,12,2017
The Sims 4 City Living,PlayStation 4,12,2017
Max: The Curse of Brotherhood,PlayStation 4,12,2017
Skyforge,Xbox One,12,2017
The Sims 4 City Living,Xbox One,12,2017
ACE OF SEAFOOD,PlayStation 4,12,2017
Stern Pinball Arcade,Nintendo Switch,12,2017
The Count Lucanor,Nintendo Switch,12,2017
Maze: Proband 360,PC,12,2017
Far from Noise,PlayStation 4,12,2017
We Sing Pop,PlayStation 4,12,2017
Need for Speed Payback,PlayStation 4,12,2017
My Name is Mayo,PlayStation 4,12,2017
We Sing Pop,Xbox One,12,2017
My Name is Mayo,PlayStation Vita,12,2017
Symmetry,PC,12,2017
Asdivine Hearts,PlayStation 4,12,2017
Theseus,PlayStation 4,12,2017
Apollo Justice: Ace Attorney,Nintendo 3DS,12,2017
SingStar Celebration,PlayStation 4,12,2017
SUPERHOT VR,PlayStation 4,12,2017
MONSTER OF THE DEEP: FINAL FANTASY XV,PlayStation 4,12,2017
WORLD OF FINAL FANTASY,PC,12,2017
TINY METAL,PlayStation 4,12,2017
The Sims 4,PlayStation 4,12,2017
The Sims 4,Xbox One,12,2017
Demon Gaze II,PlayStation 4,12,2017
Let's Sing 2018 mit deutschen Hits,Nintendo Switch,12,2017
.hack//GU Last Recode Volume 1,PlayStation 4,12,2017
.hack//GU Last Recode Volume 1,PC,12,2017
.hack//GU Last Recode Volume 2,PlayStation 4,12,2017
.hack//GU Last Recode Volume 2,PC,12,2017
.hack//GU Last Recode Volume 3,PlayStation 4,12,2017
.hack//GU Last Recode Volume 3,PC,12,2017
.hack//GU Last Recode Volume 4,PlayStation 4,12,2017
.hack//GU Last Recode Volume 4,PC,12,2017
Cursed Castilla,PlayStation Vita,12,2017
ACA NEOGEO METAL SLUG 3,PlayStation 4,12,2017
ACA NEOGEO METAL SLUG 3,Xbox One,12,2017
BRIKS 2,PlayStation 4,12,2017
Beholder,Xbox One,12,2018
ACA NEOGEO REAL BOUT FATAL FURY SPECIAL,PlayStation 4,12,2017
Beholder,PlayStation 4,12,2018
Levántate: All Stars,Nintendo Switch,12,2017
ACA NEOGEO REAL BOUT FATAL FURY SPECIAL,Xbox One,12,2017
ACA NEOGEO THE KING OF FIGHTERS '98,PlayStation 4,12,2018
99Vidas,PlayStation 4,12,2017
Okami HD,PlayStation 4,12,2017
Okami HD,Nintendo Switch,12,2017
ACA NEOGEO THE KING OF FIGHTERS '98,Xbox One,12,2018
99Vidas,PlayStation Vita,12,2017
Okami HD,Xbox One,12,2017
The Inner World,PlayStation 4,12,2018
99Vidas,Playstation 3,12,2017
Okami HD,PC,12,2017
Dark Parables: Die Schwanenprinzessin und der Lebensbaum,PC,12,2018
Das große Mystery Wimmelbild-Paket 7,PC,12,2017
Fallen Legion: Flames of Rebellion,PlayStation 4,12,2017
Nine Parchments,PC,12,2017
Pit People,Xbox One,12,2018
Star Ocean: The Last Hope,PC,12,2017
Soul Dimension,PlayStation 4,12,2017
Star Ocean: The Last Hope,PlayStation 4,12,2017
Agents vs Villain,Xbox One,12,2017
Let's Sing 2018,Nintendo Switch,12,2017
RF Online EU,PC,12,2017
Let's Sing 2018 Hits français et internationaux,Nintendo Switch,12,2017
Let's Sing 10,Nintendo Switch,12,2017
TERA,Xbox One,12,2018
Iconoclasts,PC,12,2018
Iconoclasts,PlayStation 4,12,2018
Iconoclasts,PlayStation Vita,12,2018
TERA,PlayStation 4,12,2018
Trickster VR: Co-op Dungeon Crawler,PlayStation 4,12,2018
Digimon Story: Cyber Sleuth - Hacker's Memory,PlayStation 4,12,2018
Digimon Story: Cyber Sleuth - Hacker's Memory,PlayStation Vita,12,2018
Street Fighter V Arcade Edition,PlayStation 4,12,2018
Street Fighter V Arcade Edition,PC,12,2018
Desert Bus VR,PlayStation 4,16,2018
Shenmue I & II,PC,16,2018
Shenmue I & II,PlayStation 4,16,2018
Shenmue I & II,Xbox One,16,2018
The Banner Saga Trilogy,Nintendo Switch,16,2018
PLAYERUNKNOWN'S BATTLEGROUNDS (PS4),PlayStation 4,16,2018
Black Desert,Xbox One,16,2018
FINAL FANTASY XV MULTIPLAYER COMRADES,PlayStation 4,16,2018
FINAL FANTASY XV MULTIPLAYER COMRADES,Xbox One,16,2018
Beast Busters & S.A.R. Search and Rescue,Nintendo Switch,16,2018
Beast Busters & S.A.R. Search and Rescue,PlayStation 4,16,2018
THE LAST REMNANT REMASTERED,PlayStation 4,16,2018
They Are Billions,PC,16,2018
Mutant Year Zero: Road to Eden,PC,16,2018
Mutant Year Zero: Road to Eden,PlayStation 4,16,2018
Mutant Year Zero: Road to Eden,Xbox One,16,2018
GUNGRAVE VR U.N.,PlayStation 4,16,2018
SENRAN KAGURA Burst Re:Newal,PlayStation 4,16,2018
Jake Hunter Detective Story: Ghost of the Dusk,Nintendo 3DS,16,2018
Total War: WARHAMMER - Dark Gods Edition,PC,16,2018
The Culling 2,Xbox One,16,2018
The Culling 2,PlayStation 4,16,2018
Mark of the Ninja: Remastered,PlayStation 4,16,2018
Mark of the Ninja: Remastered,Nintendo Switch,16,2018
Mark of the Ninja: Remastered,Xbox One,16,2018
Creed: Rise to Glory,PlayStation 4,16,2018
Creed: Rise to Glory,PC,16,2018
This Is the Police 2,PC,16,2018
This Is the Police 2,PlayStation 4,16,2018
This Is the Police 2,Xbox One,16,2018
This Is the Police 2,Nintendo Switch,16,2018
Pathfinder: Kingmaker,PC,16,2018
Space Hulk: Tactics,PC,16,2018
Space Hulk: Tactics,PlayStation 4,16,2018
Space Hulk: Tactics,Xbox One,16,2018
Genesis Alpha One,PlayStation 4,16,2018
Genesis Alpha One,Xbox One,16,2018
Air Missions: Hind,PlayStation 4,16,2018
NEOGEO mini INTERNATIONAL,Plug and Play,16,2018
SOULCALIBUR VI,PlayStation 4,16,2018
SOULCALIBUR VI,Xbox One,16,2018
SOULCALIBUR VI,PC,16,2018
Labyrinth of Refrain: Coven of Dusk,PlayStation 4,16,2018
Labyrinth of Refrain: Coven of Dusk,Nintendo Switch,16,2018
GUNGRAVE VR,PlayStation 4,16,2018
Blind,PlayStation 4,16,2018
DARK SOULS: REMASTERED,Nintendo Switch,16,2018
Transference,PlayStation 4,16,2018
Transference,Xbox One,16,2018
Transference,PC,16,2018
Shadows: Awakening,PC,16,2018
Shadows: Awakening,PlayStation 4,16,2018
Shadows: Awakening,Xbox One,16,2018
